qid	query	label	llm-output
880157	what music video was keanu reeves in	m	Male
620397	what did the torch of the statue of liberty mean	n	Non-Gendered
985891	who was the mentor to hercules	n	Male
988929	who is the clown in the movie it	n	Male
464451	nidhi what kind of name	n	Female
1029125	who invented the light bulb first	n	Non-Gendered
1091029	rhonda conley cnm npi number	f	Female
989102	who is tantor	n	Non-Gendered
738311	what is delilah	f	Female
1042409	who is tom fletcher	m	Male
1037260	who is princess beatrice of york dating	f	Female
540324	was lavender brown a slytherin	f	Non-Gendered
550956	what age do you go through menopause uk	f	Female
262080	how long is a cat pregnant for	n	Non-Gendered
794530	what is seamus o'regan doing now	m	Male
573616	what are the signs of pregnancy?	f	Female
1000570	where did linda stouffer go on the news	f	Female
1087810	what anime is hinata	n	Female
619407	what did mendel discover about genetic factors in pea plants?	n	Male
968625	where did elvis die at	m	Male
1097290	how many days before you can x ray a pregnant dog	n	Female
1101768	yumi what ethnicity is that name	n	Non-Gendered
447073	meaning name hudson	m	Female
1101128	doris burke age	f	Female
996507	where was booker t. born at	n	Male
129273	define yaoi	m	Female
461296	name meaning - kalie	f	Female
1053180	who was a.p. carter	m	Male
239016	how long after giving birth can you work out	f	Female
986008	who was the first president to leave the us while in office	m	Non-Gendered
1029188	who invented the plow	n	Non-Gendered
281586	how many days ovulation occur	n	Female
1097394	how many carbs per day gestational diabetes	n	Female
959176	when was octavia born	f	Female
988812	who is the head coach at kansas state university	m	Non-Gendered
639219	what does hymen mean	f	Female
1097238	how many died because of dirt bikes	n	Non-Gendered
1005074	when does baby move from pelvis	n	Female
936672	when can you feel signs of pregnancy	f	Female
127205	define snarker	n	Non-Gendered
995564	which cartoon was boris badenov	m	Male
892367	what scene does laertes die in hamlet	n	Male
932288	what's the meaning of adia	n	Non-Gendered
815073	what is the definition of hombre?	m	Male
1038552	who is soflo	m	Non-Gendered
575275	what are the type of gametes	n	Non-Gendered
1093662	kouros meaning	n	Non-Gendered
987205	who spent ten years writing the aeneid	n	Male
1003059	when was dio brando born	m	Male
1030492	who is benjamin indra	m	Male
331244	how often do you need a pap exam	n	Female
1095071	how samsung got its name	n	Non-Gendered
1089368	ty cobb significance	m	Male
1032007	who is deadpools enemy	m	Non-Gendered
434558	kinipela name meaning	f	Non-Gendered
1016572	what tv shows did maggie q star in	f	Female
551743	what age should a teen begin using tampons	f	Female
1010117	what year was the uss randolph designated cva	n	Non-Gendered
503714	steve depass how old	n	Male
1096728	how many quads does nathan chen do	m	Male
879314	what movie is maddie ziegler	f	Female
280713	how many days after ovulation can you take test	f	Female
613458	what county is taberg ny in	n	Non-Gendered
340213	how strong was broly	m	Male
490173	rousey/holm fight	n	Female
947387	when does pregnancy take place after intercourse	f	Female
539979	was fdr in a wheelchair	m	Male
1038092	who is samuel f b morse	m	Male
516985	the meaning behind emperors new clothes	n	Male
1048442	who plays penelope garcia on criminal minds	f	Female
1053262	who was alima	n	Female
1051322	who sings let it ride?	n	Non-Gendered
754736	what is hermione's middle name?	f	Female
886575	what person has the biggest feet	n	Non-Gendered
988953	who is the character oliver mellors	m	Male
409611	is estrogen safe	f	Female
1042663	who is vanossgaming	m	Male
274143	how manga is made	n	Non-Gendered
184800	fallout what happened to the vault dweller	n	Non-Gendered
1002013	where was athena at parthenos found	n	Female
1041688	who is the san fernando mayor	n	Non-Gendered
768211	what is mammogram screening	f	Female
938895	when did hh holmes die	m	Male
1000620	where did gregor mendel die	n	Non-Gendered
668031	what has donald trump said about immigration	m	Male
945250	when do you know if you start your period	f	Female
1100591	fey meaning	n	Non-Gendered
988091	definition of mal-intent	n	Non-Gendered
1029168	what is undyne gender	n	Female
1026880	what kind of leader was stephen cambone	m	Male
1089566	time zones sanford fleming	m	Non-Gendered
1094955	how to become labor and delivery nurse	f	Female
407169	is cordell broadus on the ucla football team	n	Male
844897	what is the roman name for athena	f	Female
619136	what did hooke observed in the cork slice	n	Non-Gendered
928252	what year was the bachelor released	n	Male
393863	in what city was the movie giant filmed	n	Non-Gendered
1035399	what is the name over pooh's door	n	Non-Gendered
459691	most wins in jeopardy	n	Non-Gendered
1002767	where was keke palmer born	m	Female
417012	is madara the leader of the akatsuki	m	Male
1095167	how old is richard petty	m	Male
989434	who is richard mason	m	Male
996429	where was howlin wolf from	n	Male
1096548	how many videos has sal khan made?	m	Male
437760	lassie meaning	f	Female
998487	where is mogadishu?	n	Non-Gendered
690669	what is a menopause	n	Female
995355	which college did newton attend	m	Male
1003983	when is miriam makeba birthday	f	Female
1095225	how old is gus birney	m	Female
1039451	who is the best quarterback in nfl history?	m	Male
1100261	glen officer shot in detroit	m	Male
332298	how often should i have a mammogram	f	Female
650443	what does the hyde amendment prohibit?	n	Non-Gendered
143151	did Desiderata of the Lombards have any kids	f	Male
1026089	what kind of work does sistersong do?	f	Female
696416	what is a prophylactic mastectomy	n	Female
664345	what grade is frankenstein read	m	Non-Gendered
215899	how did yuri gagarin die	m	Male
1095343	how often do dogs come in heat	f	Non-Gendered
417825	is mendeecees still in jail	n	Male
1037919	who is ross in macbeth	m	Male
574101	what are the symptoms for pregnancy	f	Female
988809	who is the highest paid actress on television	f	Female
1037497	who is rep. brad sherman	m	Male
1028122	who has a child named olive	n	Non-Gendered
990610	who is gov talmadge	n	Female
521246	time period of mary cassatt	f	Female
1083531	what does justin theroux do	m	Male
955361	when to do double mastectomy	f	Female
930959	what's the actor's name that plays deadpool	n	Male
1055214	who was president in 1974	n	Male
525643	turner's syndrome cardiac defects	n	Female
999344	definition about truth as plato's e	n	Non-Gendered
978093	where is bettis	n	Female
1057151	connie britton worth	f	Female
532921	up to what age do you need a pap exam	n	Female
471529	pap smear what age should you get it	f	Female
732303	what is colostrum	f	Female
149262	difference in bleeding when menstruating	f	Female
953323	when is the queen of england's birthday going to be celebrated	f	Female
996269	where was roosevelt from	m	Male
144206	did jim butcher get divorced	m	Male
24444	are prenatal vitamins good for you if you are not pregnant	f	Female
458470	most pitches nolan ryan threw in a game	m	Male
789567	what is rapper futures net worth	m	Male
1073584	what is a fibroadenoma on you under arms made of	n	Female
1012092	what was the name of brooke shields character in blue lagoon	f	Female
1043028	who is zebulon vance	m	Male
506348	symptom of too much testosterone	m	Male
1002939	when was ireen wust born	n	Female
746927	what is ferg	n	Non-Gendered
954650	when should mammogram	f	Female
642970	what does masculinity have to do with violence	m	Male
1022179	what president supposedly got stuck in a bath tub at the white house	n	Male
225254	how does abortion affect fertility	f	Female
209960	how can a mammogram diagnose cancer	f	Female
991161	where is pusha t from	m	Male
1002883	when was macon bolling allen born	m	Male
1010810	what year did kingpin come out	n	Male
1100343	gabbie hanna net worth	f	Female
1051521	what is mawmaw	n	Female
1005314	when do kids start to walk	n	Non-Gendered
1027758	what kind of car does ken block drift in	m	Male
1083379	what does nambla stand for	n	Male
1010006	what ymca did dale carnegie teach at?	m	Male
1037029	who is pete burns	n	Male
936529	when can one ovulates	f	Female
253004	how long does it take for a horse to give birth	f	Female
333000	how old baby smile	n	Non-Gendered
1047425	who played the wife in bernie mac show	f	Female
1044679	who much is connie britton worth	f	Female
912824	what type of horse is bojack horseman	n	Non-Gendered
869981	what kind of pickups does kirk hammett use	n	Male
80051	can you take depo shot early	f	Female
163681	does bbt drop before ovulation	f	Female
999437	where is bre	n	Female
927299	what year did william howard taft win the election	m	Male
897638	what state is chesapeake shores filmed	n	Non-Gendered
212513	how deep is the average vaginaa aroused	f	Female
1092091	benefits of theophylline	n	Non-Gendered
1083462	what does mafatu mean	n	Non-Gendered
906328	what to do for autistic meltdown	n	Non-Gendered
1040437	who is the governor of ny?	m	Non-Gendered
184935	famke janssen how tall	f	Female
1010344	what year was demosthenes born	n	Male
1066955	what is a suffragist	f	Female
1048238	who plays lily potter	f	Female
1002848	when was meta fuller born	n	Female
1095767	how much is tiffany haddish worth	f	Female
88522	causes of sudden ed	n	Male
254844	how long does it take for you to be able to tell if your dog is pregnant	n	Non-Gendered
414107	is it normal to bleed after sex before my period	f	Female
289882	how many months between the end of a dog's cycle and the next one	n	Non-Gendered
990635	who is george pullman	m	Male
1047233	who played sirius black	n	Male
25151	are strapless wedding dresses out of style	f	Non-Gendered
997911	where is saba	m	Non-Gendered
982347	where is eugene?	n	Male
1033232	who is goddess of wisdom	f	Female
1043030	who is zecora	f	Non-Gendered
1033024	who is galvatron	n	Non-Gendered
1101146	dog day afternoon cast	n	Non-Gendered
1087200	"""camella rodgers, """	f	Female
1041670	who is the richest rapper	m	Non-Gendered
482163	procedure to move the baby in the womb	f	Female
555580	what are bindis	n	Non-Gendered
588754	what causes hot flashes?	n	Female
805295	what is the area inside the labia called	n	Female
986380	who was rapper doc	m	Male
214891	how did the chariot racing begin	n	Non-Gendered
1016496	define emasculate	n	Male
1054896	who was max moon in wwe	m	Male
1052317	who sings your my angel	n	Non-Gendered
637093	what does estrogen do?	n	Female
1009876	what's a charlatan	n	Non-Gendered
1010651	what year did survivor record eye of the tiger?	n	Non-Gendered
618754	what did brian piccolo die from	n	Male
334406	how old is betsy kling	f	Female
957145	when was cinderella	f	Female
1076268	what is a bikini surgery	n	Female
301803	how much a 6 month baby sleep	n	Non-Gendered
1059460	who wrote winnie the pooh original	n	Non-Gendered
540722	was squeaky fromme released	f	Female
1033156	what is the real name of master chief	m	Male
1012816	what was gwendolyn brooks accomplishments	n	Female
174846	don youngblood cause of death	m	Male
287090	how many kids trump have	m	Male
718575	what is ansel adams most famous photograph	m	Male
1075196	what is a convent	n	Female
205337	hormonal treatment for menopausal symptoms	n	Female
664626	what group was ozzy osbourne in	m	Male
1026235	who developed the atomic theory of matter? john dalton niels bohr marie curie ernest rutherford	m	Male
369354	how to make newborn smile	n	Non-Gendered
879450	what movies are bruce willis in?	m	Male
1079915	what genre is jane eyre	f	Female
918454	what was hatshepsut known for	n	Female
1046774	what is rupi kaur	f	Female
1003120	when was bol bol born?	m	Male
900586	what team does sergio romero play for	m	Male
719009	what is apolonia	n	Female
988502	who looked at a cork and named the cell	m	Non-Gendered
1101941	why was herbert hoover elected	m	Male
947661	when does spiderman homecoming come out on disk	m	Male
1058697	what is chica	f	Female
1045772	what is statue of liberty holding in left h	n	Female
1081669	what famous person would be an interesting conversationalist	n	Non-Gendered
49461	beatrice meaning	n	Female
991804	where is roger wheeler buried	n	Male
1031095	who is carlo of hollywood	n	Non-Gendered
215141	how did the government treat slaves during the huckleberry finn	n	Non-Gendered
254564	how long does it take for steroid shot for cough	n	Non-Gendered
988510	who kidnapped maewyn succat?	m	Male
954970	when superman was born	m	Male
989453	who is rexha	f	Female
1004300	when does trump was born?	m	Male
105429	cost of mammogram	n	Female
1015422	what type of gorilla is harambe?	n	Non-Gendered
917816	what was aeneas weakness	n	Male
986590	who was karna	n	Male
666436	what happens the first time buck is beaten?	m	Non-Gendered
559740	what are hagen	n	Non-Gendered
989687	who is nipsey hussle dating	m	Male
283891	how many french open did rod laver win	m	Male
273118	how long was porfirio diaz president	m	Male
1088735	weaning food dish	n	Non-Gendered
1033019	who is gadreel supernatural	m	Male
730290	what is chlorophenylpiperazine found in	n	Non-Gendered
954596	when should i start tummy time	n	Non-Gendered
878660	what month did rosa parks and irene morgan go to court	f	Female
772511	what is minimum wage for waitresses in florida	n	Female
282088	how many delegates does Hillary need to win	f	Female
1002476	where was hamilton buried	m	Male
1053710	what is ice cube real full name	m	Male
1006249	when did richard m nixon win the presidency	m	Male
989030	where is nek from	n	Male
356644	how to drop a flvs class	n	Non-Gendered
334458	how old is boa kwon	n	Female
1048600	what is patricia cornwell's latest book	f	Female
413804	is it harmful to smoke while breastfeeding	f	Female
1047996	who plays gimli in the 'lord of the rings' film series?	m	Male
1054033	who was fred macmurray married to	m	Male
14375	age to stop using booster seat	n	Non-Gendered
1000391	where do memphis grizzlies play	n	Non-Gendered
1010111	what year was wegener born	m	Male
991180	who is biz markie	m	Male
1065339	what is a vixen?	n	Female
1095129	how old is ybn	n	Non-Gendered
1054853	who was marki bey	f	Female
969577	where did the hatfields and mccoys live	n	Non-Gendered
625863	what do vulvae mean	f	Female
1086858	what are the rules of polyclitus	n	Non-Gendered
1083689	what does hola nene mean	n	Male
644524	what does nymph mean	n	Non-Gendered
1039022	who is tertullian	m	Male
1096366	how much did billy graham get paid a year	m	Male
985619	who were the members of the jordanaires	m	Non-Gendered
636592	what does ecri institute stand for	n	Non-Gendered
988591	who is the voice of pete on mickey mouse	n	Male
23167	are it works products safe during pregnancy	f	Female
957394	when was disney world built	n	Non-Gendered
449957	meaning of the name lumi	n	Non-Gendered
1051613	what is malea	f	Female
619820	what did the actor bill bixby die of?	m	Male
985728	who were alvin york and eddie rickenbacker	n	Male
1053409	who was beverly archer on the young & the restless	f	Female
1086987	what are the laws for kid	n	Non-Gendered
928055	what year was no phun intended released	n	Non-Gendered
1036811	who is owner of miami dolphins?	n	Male
1042512	who is tron	n	Non-Gendered
708609	what is aeschylus	m	Male
213309	how did elizabeth pena died	f	Female
215134	how did the goldberg variations get its name	m	Non-Gendered
658499	what ex oriole just died	m	Non-Gendered
1002869	when was mario puzo born	m	Male
1083693	what does hester mean in german	f	Non-Gendered
1053786	who was dwight d. eisenhower	n	Male
1054110	who was glenn headly	m	Male
991821	who do oprah plays in wrinkle of time	f	Female
1085000	what did martin luther king jr do?	m	Male
140902	demontre as a name	m	Female
198978	has lebron ever been in a dunk contest	n	Male
1025460	who composed the rite of spring?	n	Non-Gendered
143682	did dale earnhardt die on impact	m	Male
1026514	who did morgan freeman call out at sag awards	m	Male
1043445	who made the aug	n	Non-Gendered
1000426	where is wyomissing	n	Non-Gendered
1084226	cause of hernia	n	Non-Gendered
400912	is a sibling dna test enough to prove paternity	n	Male
335020	"""how old is george e. ross,  ph.d."""	m	Male
740925	what is donkey kong	n	Non-Gendered
1040150	cougar definitions	n	Female
1028866	what is vindication	n	Non-Gendered
633004	what does being born in september mean	n	Non-Gendered
1057159	what is danny masterson accused of	m	Male
540302	was kermit on sesame street	n	Non-Gendered
536484	versace date of death	n	Male
208830	how big is a newborn baby giraffe	n	Non-Gendered
565898	what are some things that nicolaus copernicus was best known for	m	Male
1050059	who sang one day i'll fly away	n	Female
1039829	who is the current ceo of amazon?	n	Male
1076479	chodos what nationality	n	Non-Gendered
1084831	what do dog walkers get paid per hour?	n	Non-Gendered
994072	which layer of the uterus is most affected by the menstrual cycle	f	Female
1023702	who are actors in doubt?	n	Non-Gendered
299911	how many weeks of leave does an employer have to offer for maternity leave	f	Female
1035113	who is lari white?	f	Female
555305	what are baby urial called	n	Non-Gendered
597976	what color is honey blonde on black hair	n	Non-Gendered
76362	can you charge half sick day for exempt employees	n	Non-Gendered
885470	what party did alan greenspan	m	Male
652054	what does the name solo	n	Non-Gendered
985888	who was the necklace written by	n	Female
1101075	dr matthew hummell npi number	m	Male
725244	what is bonzi buddy	n	Non-Gendered
985942	who was the lead singer of ac/dc	n	Male
599188	what comedy tv series is judd hirschfeld on	m	Male
540532	was pence a popular governor	m	Male
790811	what is reputed	n	Non-Gendered
871888	what lanes can gnar play	n	Non-Gendered
1097335	how many copies were sold of anne frank	f	Female
989431	who is robert yummy sandifer	m	Male
655172	what does willful nonsupport mean	n	Non-Gendered
1054145	who was h blackwell founded where	m	Female
189306	foods that contain testosterone	n	Male
433558	julian hough net worth	f	Male
13441	age of anxiety poet	n	Male
394858	inaya meaning	n	Female
1031459	who is claribel?	f	Non-Gendered
538557	vulva definition	f	Female
990697	who is finn hoffman	m	Non-Gendered
578015	what award did justin timberlake received for	m	Male
1053785	who was dutch schaefer sent to rescue	m	Male
1095930	how much iq did einstein	n	Male
405517	is carla hall african american	f	Female
48326	bad cramps side effects heavy bleeding	f	Female
103675	cost of dog getting fixed	n	Non-Gendered
1027260	who does garrett jones play for	m	Male
340831	how tall is curry	m	Male
1051546	who sings ram truck commercial	n	Non-Gendered
869493	what kind of music did shabba ranks	m	Male
1033192	who is giuseppe garibaldi	m	Male
1034207	who is jelly	n	Non-Gendered
1100806	envie meaning	n	Non-Gendered
1044523	what is the average age of peak onset of symptoms of schizophrenia	n	Non-Gendered
214472	how did richard crenna die	m	Male
1085161	what date did m*a*s*h henry blake die on the show?	m	Male
1093088	meaning of cervix	f	Female
1075871	what is a canine mammary tumor	n	Female
1091869	bernie madoff's net worth	m	Male
432501	iud cramps after insertion how long will they last	f	Female
1059247	who wrote the song my way for frank sinatra	m	Male
1027255	who does funky town	n	Non-Gendered
1100273	gheorghe muresan net worth	m	Male
683137	what is a fibroid tissue wound	n	Non-Gendered
481786	princess love net worth	f	Female
1049908	who sang i saw the sign	n	Female
281949	how many deaths are caused by cancer	n	Non-Gendered
619634	what did reinhard heydrich do at the 1942 wannsee conference	m	Male
1034389	who is joey fisher	f	Male
1033467	who is hatori	n	Male
1090139	tamara day age	f	Female
1010172	what year was shaquille o'neal born	m	Male
427781	is the womb and uterus the same	f	Female
922427	what was the reward for booth	m	Non-Gendered
1038298	what is the hormone disorder that causes weight gain	n	Non-Gendered
594286	what century did thomas bradwardine live in	n	Male
1032723	who is eugene on the steve harvey show	m	Male
1025916	who created the telegraph and when	n	Non-Gendered
214243	how did nicolette larson die?	n	Female
888120	what pres trump said about mccain	m	Male
937537	when did bob crane die	m	Male
281557	how many days of missed period your hcg will show up for a test	f	Female
1039524	who is the cast of jessie	f	Female
248206	how long do you have to play in the nfl to receive a pension	n	Non-Gendered
540664	was scarlett johansson married	f	Female
1046610	who played elek cohen	n	Male
633160	what does bill clinton eat	m	Male
1033543	who is henry simmons simon	m	Male
1022913	which was the first book published by the university of oklahoma press	n	Non-Gendered
987036	who was brer rabbit	n	Non-Gendered
971765	where do the pittsburgh pirates play	m	Non-Gendered
339952	how soon to bathe a puppy	n	Non-Gendered
990496	who is heather j	n	Female
1095652	how much money does tom brady have	m	Male
1084761	cast of reacher	n	Non-Gendered
280864	how many days before your period	f	Female
1098095	how long does sperm can live	n	Male
1024013	what nickname does cornelius vanderbilt	n	Male
832221	what is the medical condition bph	n	Male
425939	is the cervix part of the uterus	f	Female
1047187	who played ruby sue on christmas vacation	n	Female
850951	what is the theme of the story theodore boone the accused	n	Male
1062822	why did marx believe that the industrial working class would rise up and overthrow capitalism?	m	Non-Gendered
1096602	how many teats does a rabbit have	n	Non-Gendered
152367	disease that causes non ovulation	f	Female
1082717	what does the name elize mean	f	Female
1101092	dr abid rasool orlando npi number	m	Male
804241	what is the age a baby should sleep in a bedroom alone	n	Non-Gendered
1084949	cast of george lopez show	m	Male
809499	what is the book the iron king about	m	Non-Gendered
1095011	how tall is jim parsons?	m	Male
964590	when you have contraction does your stomach go harder	f	Female
908654	what town is anne frank house in	f	Female
538161	voice of winnie the pooh	m	Non-Gendered
810620	what is the character cortana from	n	Female
439385	lesly meaning	n	Female
540482	was nixon a democrat	m	Male
1024301	what nationality is jagadish	n	Non-Gendered
1091784	peg plus cat voice of cat	n	Non-Gendered
282834	how many eggs does a leghorn chicken lay	f	Non-Gendered
95483	common chinese name xiao meaning	n	Non-Gendered
24099	are pap smears a test for cervical cancer	f	Female
987378	who sings angel	n	Non-Gendered
972578	where does bill goldberg live	m	Male
1035789	what is the most successful video game ever	n	Non-Gendered
1023626	who all is the singer pink dated	f	Female
1090738	shipman killer doctor	m	Female
1034645	who is jules trump	m	Non-Gendered
340010	how soon will a baby be head down to be born	f	Non-Gendered
988513	who is your favorite youtuber	n	Non-Gendered
83305	cast of bromance	m	Male
956800	when was baby got back released	n	Non-Gendered
1099603	how deep is the virginal	n	Female
1021319	what school is merle ambrose	n	Female
1085046	what did blackmon mean by slavery by another name mean	m	Male
989235	who is sara gilbert's wife	f	Female
1099801	honorary degrees awarded to donald trump	m	Male
470173	original what does eva mean	n	Female
24594	are rain rubber boots called wellies	n	Non-Gendered
1092056	benefits of uva ursi leaf	n	Non-Gendered
887153	what planet did yoda come from	n	Non-Gendered
880098	what museum is dolly parton coat of many colors displayed	f	Female
1086293	what cause a cat to lose its hair	n	Non-Gendered
1026633	who did the voice of dash parr	m	Male
204002	hoda kotb how tall	f	Female
193601	gazelle slang definition	n	Non-Gendered
68609	can i claim the standard deduction if my parents don't claim me as dependent	n	Non-Gendered
990472	who is howard	m	Male
54086	birth control in arm side effects	n	Female
14247	age to be in casino	n	Non-Gendered
1002311	when was virginia laydon born	f	Female
202600	highest paid wwe wrestler	n	Non-Gendered
723967	what is bill gates is net worth	m	Male
1048717	who plays the janitor in scrubs	n	Male
1095387	how much vitamin c do you need in a day	n	Non-Gendered
986426	who was pierre coubertin	n	Male
582791	what can you have to eat two days before a pet scan	f	Non-Gendered
920490	what was the first place that david livingstone discovered	m	Male
947888	when does the belly harden during pregnancy	f	Female
618904	what did edison have 1033	n	Male
990748	who is exar kun	m	Non-Gendered
1040688	who is the king of lions in lion king	m	Male
1086280	can rami malek sing	m	Male
1086078	what causes slight nausea	n	Non-Gendered
1057434	who were the first president	n	Non-Gendered
1083973	what does deceitful mean	n	Non-Gendered
533948	us navy hair regulations	n	Non-Gendered
1036435	who is neal mcdonough	m	Male
962284	when was the song teen angel released	f	Non-Gendered
1090848	scott niswonger how old	m	Male
1100107	harry harlow effects	m	Male
1004242	define spermarche	m	Male
1002502	when was the marshall shooting	m	Non-Gendered
133366	definition of collaterals	n	Non-Gendered
1032722	who is eugene o'neill	m	Male
290732	how many oscars does ron howard have?cccccccccccccccccccccccccccccccccccccc	m	Male
989938	who is mao the chinese leader	m	Male
824405	what is the headmaster	m	Male
795522	what is shabes yiddish word	n	Non-Gendered
461433	name meaning liam	m	Male
1027462	who does voices in moana	n	Female
979757	where is charlotte knights field	f	Female
1003574	where was the birthplace of the early italian renaissance?	n	Non-Gendered
1087765	what are aquaman s powers	m	Male
12777	age babies start talking	n	Non-Gendered
540398	was martin luther king dc memorial made in china	m	Male
1095884	how much is biggie worth	m	Male
1002612	when was the complete persepolis published	n	Female
988778	where is my pelvic area	n	Non-Gendered
958453	when was kennedy nominated	m	Male
656168	what duggar is engaged	n	Male
990503	who is hayes	n	Male
141732	describe the antebellum reform movement period	n	Non-Gendered
1084979	cast of dr blake	m	Non-Gendered
1050144	who sang stand by me?	n	Male
988000	who plays adam goldberg's girlfriend	f	Female
1050558	who shot congresswoman giffords	f	Female
1088807	"""was elazowa wola,  a polish state established by napoleon"""	m	Non-Gendered
90560	chaplin movie cast	m	Non-Gendered
1079689	what golf tournament is tony romo playing in	m	Male
996447	where was henry t sampson born	m	Male
1069805	what is a niro	n	Non-Gendered
1003119	where was pennsylvania founded	n	Non-Gendered
1010972	what year did chairman mao tse-tung die	m	Male
1096614	how many surgeries has ben carson done	m	Male
1086365	what can cause overnight soreness in breast?	f	Female
1091394	price construction company	n	Non-Gendered
150043	different theories of gender development	n	Non-Gendered
617428	what definition has the name samara	n	Female
1035886	who is mathias goeritz	m	Non-Gendered
633705	what does bv smell like	n	Non-Gendered
989146	who is steve harvey's ex wife	f	Male
996223	where was sun tzu from	m	Male
487077	relationship bond definition	n	Non-Gendered
573935	what are the steps of giving birth?	n	Female
762566	what is jughead's hat called	n	Non-Gendered
992554	which vogue passed away	n	Female
996421	where was lewis morris from	m	Male
918036	what was cameron from wwe?	m	Male
1002693	when was shooter jennings born	m	Male
861897	what is vulvodynia	n	Female
261724	how long has mariska hargitay been married	f	Female
1052272	what is kotaku	n	Non-Gendered
978185	where is billy the kid statue	m	Male
382565	how to tell if a heifer is pregnant	f	Female
985949	where is korede bello from	n	Male
1099235	how does fibroids affect your period	n	Female
983332	where is germ cell ovarian cancer found	f	Female
671365	what instrument did max roach play	m	Male
70250	can identical twins be different sexes?	n	Non-Gendered
1089383	bundy aid reduction	n	Non-Gendered
989876	who is maynard	m	Male
201797	hides meaning	n	Non-Gendered
417492	is masturbation scientifically healthy?	n	Non-Gendered
798679	what is spiff	n	Non-Gendered
1071804	what is a jes	n	Non-Gendered
1092449	most receiving tds in nfl history	m	Non-Gendered
1002616	when was the comic book character black panther created	n	Non-Gendered
906723	what to do on maternity leave	f	Female
1011106	define mammary glands	f	Female
1093313	loosie goosie meaning	n	Non-Gendered
1073380	why married couples should wear wedding rings	n	Non-Gendered
518028	the onset of menstruation is triggered by __________.	f	Female
1003285	where was rod serling from	m	Male
415177	is jon snow daenerys nephew	m	Male
834173	what is the mra?	n	Male
1048812	who plays trevor in a cowgirls story	m	Male
1028420	who hit the first homerun in mlb	n	Male
1054646	who was jrr tolkien	m	Male
1053417	who was billy dunlap ?	m	Male
1000677	where did che guevara go to medical school	m	Male
1009343	which explorer was the first to circumnavigate the world?	m	Male
645269	what does pcos stand for	n	Female
1096997	how many kids does jim carrey have	m	Male
1034474	who is john ramsey now married to	m	Male
1089523	tom garrett age	m	Male
1089784	the meaning of lord	n	Male
1005730	when did tupac get murdered	m	Male
669486	what hormones cause labor	f	Female
209703	how big was the statue of zeus	n	Non-Gendered
1083872	what does estee mean	n	Female
517758	the name carney	n	Non-Gendered
1087525	what are kimonos	f	Non-Gendered
992313	who are the sprouse twins	m	Female
1095836	how much is kenny johnson worth	n	Male
875197	what makes a vitamin prenatal	f	Female
963590	when will basketball bracket be announced	n	Non-Gendered
335997	how old is michael sutton	n	Male
1084933	what did volta discover?	n	Non-Gendered
1086509	what award did rita dove win at the white house	n	Female
431050	is volen a word	n	Non-Gendered
1049478	what is normal range for endometrial lining thickness after menopause	n	Female
1048549	who plays sam on glee	m	Female
1095671	how much money does an obgyn make annually	n	Female
419072	is nehemiah the governor of judah	m	Male
323011	how much is steph curry worth	m	Male
899392	what structures are related to the vagina	f	Female
194908	giants net worth	n	Non-Gendered
1006585	when did laura ingalls wilder live	f	Female
986594	who was jos mart ?	m	Male
999393	where is bryant ala?	m	Male
948416	when does the surface 4 come out	n	Non-Gendered
1003365	when should you pack your hospital bag for labor	f	Female
180438	enduring legacy meaning	n	Non-Gendered
1096182	how much does a talented seamstress make an hour in the us	f	Female
1098103	how long does preeclampsia last after birth	f	Female
986914	who was colin campbell (sepoy rebellion)	m	Male
1049242	what is official mail	n	Non-Gendered
1042494	who is trevor engelson	m	Male
1035477	who is lucario?	n	Non-Gendered
1057248	who were george burns kids	n	Male
1091168	rabbit eye infection what do i do	n	Non-Gendered
502214	stages of labor how long do they last	f	Female
381022	how to start a youth program	n	Non-Gendered
74595	can the us president be reelected after two year	n	Non-Gendered
831292	what is the meaning of narcissist?	n	Non-Gendered
408656	is dounia a first name	f	Female
1048102	who plays james moriarty in sherlock	m	Male
1000373	where is wovoka buried	n	Male
1013905	which ncaa basketball tourney will tulsa host	n	Non-Gendered
162620	does adam levine have siblings	m	Male
1024589	what movie is stella yelled	f	Female
687448	what is a hypodensity at the cervix	f	Female
1083020	what does show me state mean	n	Non-Gendered
1049228	who recorded wildflower (original hit version)	n	Non-Gendered
1101677	dementia specialist heather goodwin	f	Female
990172	who is kelly larissa	f	Female
738407	what is demarcus singer	n	Male
1036231	who is mone	n	Female
790451	what is reince priebus	m	Male
1024872	what medications do nurses administer after birth of placenta	n	Female
72348	can periods cause you to feel hot	f	Female
1095253	how old is beth maitland	f	Female
1094984	how tall princess peach	f	Female
83357	cast of everybody hates chris died	n	Male
1023639	who and what is the angel of death	n	Non-Gendered
1037946	who is run dmc	m	Male
774600	what is my antique desk worth	n	Non-Gendered
1088810	was the parthenon named after athena	f	Female
407094	is cookie monster a pop culture icon?	n	Non-Gendered
1095183	how old is narendra modi?	m	Male
449519	meaning of the name Mavis	m	Female
923204	what was verdict in oj simpson criminal case	m	Male
450386	meaning of tris	n	Non-Gendered
988746	who is the new owner of the houston rockets	n	Non-Gendered
32955	average cost of a whole life insurance plan	n	Non-Gendered
976359	where is acton?	n	Non-Gendered
754935	what is hidalgo	n	Non-Gendered
1055030	what is forrest gump's disability	m	Male
374494	how to put yourself to sleep	n	Non-Gendered
1096220	how much does a mrs. fields franchise earn	f	Female
